STATE,COUNTY,TRACT,BLOCK_GROUP,NAME,GEOID,GEOIDbg,total_pop,total_occupied,total_occupied_renter,total_occupied_owner,total_vacant,seasonal_vacancy,total_dwellings,income_median,moveinyear_all_trimean,moveinyear_owner_trimean,moveinyear_renter_trimean,moveinyear_pct_new_all,moveinyear_pct_new_owner,moveinyear_pct_new_total_owner,moveinyear_pct_new_renter,moveinyear_pct_new_total_renter,rent_lower_quartile,rent_median,rent_upper_quartile,rent_trimean,rentpctincome_median,seasonal_vacancy_pct,gent_index_log,gent_index_pct
36,021,000700,4,Block Group 4; Census Tract 7; Columbia County; New York,36021000700,360210007004,253.46651907580008,80.62579812620001,-31.82631919180001,112.45211731799998,56.0,21.0,136.6257981262,39665.0,-4.0,1.0,3.0,-0.13303156787165804,-0.2,-0.13303156787165804,0.0,0.0,286.0,-672.0,-767.0,-456.25,-0.3614711094654539,0.05483028720626632,6.581369008575619,-0.6372274618646004
36,021,000700,5,Block Group 5; Census Tract 7; Columbia County; New York,36021000700,360210007005,-37.045359167600054,-29.471848749999992,37.598283444,-67.070132194,137.92432432340001,75.9243243234,108.45247557339997,-8119.0,-2.0,-4.0,6.0,-0.029691739973745895,-0.03326071966683647,-0.029691739973745895,0.0,0.0,-123.0,11.5,60.5,-9.875,-0.25313566508708046,0.10112743593627034,-9.51267376720989,-0.5226265852404702
36,021,000800,1,Block Group 1; Census Tract 8; Columbia County; New York,36021000800,360210008001,195.0,114.0,6.0,108.0,-30.0,-15.0,84.0,5379.0,8.0,7.0,4.0,-0.06247388729140554,-0.060836501901140684,-0.05387205387205387,-0.06764705882352941,-0.008601833419351668,139.5,-532.0,34.0,-222.625,-0.05839543666748015,-0.07269397215423767,9.357491062295084,-0.3589082159986446
36,021,000800,2,Block Group 2; Census Tract 8; Columbia County; New York,36021000800,360210008002,-19.0,-10.0,-68.0,58.0,-28.0,-43.0,-38.0,25870.0,4.0,5.0,12.0,-0.023469759533641,0.0282859134822881,0.028160675248967697,-0.2,-0.051630434782608696,210.5,385.5,486.0,366.875,-0.0693302242374732,-0.05858890954151175,22.82907935966768,0.701751204571907
36,021,000900,1,Block Group 1; Census Tract 9; Columbia County; New York,36021000900,360210009001,19.0,79.0,72.0,7.0,-77.0,-141.0,2.0,20952.5,8.0,6.0,8.0,0.0879746835443038,0.017090976175416404,0.006962025316455699,0.27586206896551724,0.0810126582278481,7.5,180.5,147.75,129.0625,-0.03705417060561206,-0.23633779264214047,21.97688541065844,0.2002104941379316
36,021,000900,2,Block Group 2; Census Tract 9; Columbia County; New York,36021000900,360210009002,161.0,64.0,-41.0,105.0,-23.0,-11.0,41.0,35591.5,-3.0,2.0,-5.0,-0.06793478260869565,-0.02575107296137339,-0.016304347826086956,-0.14074074074074075,-0.051630434782608696,210.5,176.0,90.0,163.125,-0.11207610467891313,-0.03358001282922041,16.846665302874342,0.513567404059357
36,021,001000,1,Block Group 1; Census Tract 10; Columbia County; New York,36021001000,360210010001,-161.52884621320004,-128.37549743059998,-0.2814325661999959,-128.09406486440002,57.2487575564,2.0561973820000006,-71.12673987419998,195.5,6.0,9.0,4.0,0.051948583186703916,0.1524191912710665,0.09084248936228803,-0.14035087719298245,-0.038893906175584116,194.25,57.0,82.5,97.6875,-0.031051457077153788,0.008719648782336536,16.91296247096646,0.1449433598766747
36,021,001000,2,Block Group 2; Census Tract 10; Columbia County; New York,36021001000,360210010002,195.0,-102.0,-48.0,-54.0,36.0,2.0,-66.0,29285.0,11.0,20.0,5.0,-0.10199184574874712,-0.06538461538461539,-0.03483606557377049,-0.1435672514619883,-0.06715578017497664,-326.75,71.5,-20.0,-50.9375,-0.10679148962300278,0.006611570247933886,13.196278554319845,0.3689265835801986
36,021,001000,3,Block Group 3; Census Tract 10; Columbia County; New York,36021001000,360210010003,522.0,132.0,-19.0,151.0,3.0,0.0,135.0,103851.0,4.0,5.0,,0.0,0.0,0.0,,,,,,,,0.0,13.160150370964987,1.6213991223798918
36,021,001000,4,Block Group 4; Census Tract 10; Columbia County; New York,36021001000,360210010004,6.0,-44.0,20.0,-64.0,33.0,-4.0,-11.0,38952.0,0.0,-3.0,5.0,-0.09221311475409837,-0.05660377358490566,-0.04918032786885246,-0.328125,-0.0430327868852459,23.75,-232.0,135.75,-76.125,0.24500195084442217,-0.005372843792951512,5.342045189759649,1.7137055935167118
