zipcode,pct_small_farms,pct_medium_farms,pct_large_farms,pct_low_sales_farms,pct_medium_sales_farms,pct_high_sales_farms,total_operators,pct_full_owner_operators,pct_part_owner_operators,pct_tenant_operators,pct_full_time_farmers
12489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12528,-0.15158371040723984,0.2104072398190045,-0.058823529411764705,0.20713073005093385,-0.08149405772495755,-0.12563667232597622,12.0,-0.04753820033955858,0.100169779286927,-0.05263157894736842,-0.05602716468590829
12561,-0.003875968992248069,0.003875968992248041,0.0,-0.03470540758676355,-0.01654560129136401,0.051251008878127516,-17.0,0.09765940274414853,-0.026634382566585957,-0.07102502017756256,-0.04398708635996784
12417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13856,-0.011520737327188946,0.011520737327188946,0.0,0.011570827489481017,0.004908835904628331,-0.016479663394109396,-30.0,0.061360448807854184,-0.06136044880785413,0.0,0.3418653576437587
12106,0.2888888888888889,-0.4666666666666666,0.1777777777777778,-0.1111111111111111,0.4,-0.28888888888888886,-4.0,0.0444444444444444,-0.0444444444444444,0.0,0.20000000000000018
12125,0.15384615384615385,-0.15384615384615385,0.0,0.07777777777777783,-0.07777777777777778,0.0,-11.0,0.13888888888888884,-0.03888888888888889,-0.1,0.18333333333333335
12037,0.10407239819004521,-0.10407239819004521,0.0,0.07957559681697612,-0.045092838196286456,-0.034482758620689655,-3.0,0.23342175066312998,-0.026525198938992037,-0.20689655172413793,0.0610079575596818
12530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12514,0.36666666666666664,-0.36666666666666664,0.0,-0.06910569105691056,0.06910569105691056,0.0,-11.0,-0.21138211382113825,0.14471544715447154,0.06666666666666667,-0.26260162601626014
13755,0.5,-0.5,0.0,0.41666666666666663,-0.08333333333333334,-0.33333333333333337,2.0,0.25,0.0,-0.25,-0.25
12172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12516,0.0904977375565611,-0.03167420814479638,-0.058823529411764705,0.6498855835240274,-0.15560640732265446,-0.494279176201373,-4.0,-0.03203661327231122,-0.2242562929061785,0.25629290617848965,-0.8032036613272311
12517,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,0.0,-1.0
12502,-0.175,0.30000000000000004,-0.125,0.17500000000000004,-0.04999999999999999,-0.125,-3.0,0.050000000000000044,-0.25,0.2,-0.30000000000000004
12571,-0.04560622914349277,0.04560622914349277,0.0,-0.13856209150326793,-0.0522875816993464,0.19084967320261437,-11.0,0.11960784313725492,-0.030065359477124187,-0.08954248366013072,0.06797385620915031
12534,0.09629147690305784,-0.08230318802862718,-0.01398828887443071,0.09291244788564623,-0.07345642247369466,-0.019456025411951544,-4.0,0.10164780623386938,-0.019456025411951544,-0.0821917808219178,0.032162001191185174
12522,-0.39560439560439553,0.5384615384615384,-0.14285714285714285,-0.23931623931623935,0.35042735042735046,-0.1111111111111111,4.0,-0.23931623931623935,0.23931623931623935,0.0,-0.41880341880341887
12580,0.19999999999999996,-0.2,0.0,-0.33333333333333337,0.26190476190476186,0.07142857142857142,-4.0,-0.2063492063492064,0.31746031746031744,-0.1111111111111111,0.4841269841269842
10940,-0.1777777777777777,0.21111111111111108,-0.03333333333333333,0.012743125419181767,0.006706908115358817,-0.019450033534540574,29.0,0.2551978537894031,-0.09289067739771967,-0.16230717639168343,0.2749832327297117
12771,0.35862068965517235,-0.35862068965517235,0.0,0.08669354838709675,-0.08870967741935484,0.0020161290322580627,15.0,0.5907258064516129,-0.342741935483871,-0.24798387096774194,-0.38508064516129037
10579,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,0.38095238095238093,-0.09523809523809523,-0.2857142857142857,1.8095238095238098
10941,-0.5,0.3333333333333333,0.16666666666666669,-0.19658119658119655,0.23076923076923078,-0.03418803418803418,-10.0,-0.0641025641025641,0.14743589743589747,-0.08333333333333333,0.019230769230769273
10541,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-0.2121212121212121,0.0,0.2121212121212121,-0.4545454545454546
12526,-0.10822510822510822,0.10173160173160173,0.006493506493506496,0.007017543859649034,0.05007974481658692,-0.057097288676236035,2.0,0.010207336523125998,-0.005741626794258381,-0.004465709728867617,-0.11387559808612446
10516,0.0,0.0,0.0,-0.16666666666666669,0.16666666666666663,0.0,-3.0,0.5,0.0,-0.5,0.5
10963,-0.04166666666666663,0.04166666666666666,0.0,0.15714285714285714,-0.2,0.042857142857142844,-3.0,0.3571428571428571,-0.15714285714285714,-0.2,0.0
10915,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10924,0.19670329670329673,-0.1879120879120879,-0.008791208791208788,-0.018571428571428572,0.025714285714285717,-0.007142857142857131,-6.0,0.14857142857142858,-0.06357142857142856,-0.08499999999999999,-0.13142857142857145
12566,0.10984848484848486,-0.10984848484848483,0.0,0.008163265306122436,0.02857142857142858,-0.03673469387755102,-14.0,-0.09387755102040818,0.12653061224489795,-0.0326530612244898,0.5836734693877551
10918,-0.08058608058608063,0.08058608058608063,0.0,0.0,-0.2692307692307692,0.2692307692307693,-13.0,-0.23076923076923073,0.11538461538461539,0.11538461538461539,-0.15384615384615374
12520,0.0,0.0,0.0,-1.0,0.0,0.0,-6.0,-1.0,0.0,0.0,0.0
10917,0.0,0.0,0.0,-1.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0
12041,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.5
12067,0.24712643678160928,-0.3103448275862069,0.0632183908045977,0.12365591397849462,-0.12903225806451613,0.005376344086021501,-25.0,-0.005376344086021501,0.005376344086021501,0.0,-0.8387096774193549
12087,0.22222222222222227,-0.2222222222222222,0.0,-0.17272727272727273,0.1727272727272727,0.0,-9.0,-0.08181818181818179,0.18181818181818182,-0.1,0.36363636363636354
12193,-0.09688013136288998,0.07553366174055831,0.021346469622331693,-0.07971014492753614,0.03985507246376811,0.03985507246376811,13.0,-0.2741545893719807,0.21859903381642515,0.05555555555555555,0.1654589371980677
10914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12147,-0.13636363636363635,0.13636363636363635,0.0,-0.18181818181818177,0.18181818181818182,0.0,-6.0,-0.28342245989304815,0.2834224598930481,0.0,0.22459893048128343
10925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10535,-1.0,0.0,0.0,-1.0,0.0,0.0,-4.0,-0.25,0.0,-0.75,0.0
12540,0.5333333333333333,-0.5333333333333333,0.0,0.33666666666666667,-0.33666666666666667,0.0,1.0,-0.1133333333333334,-0.12666666666666665,0.24,-0.4083333333333332
12063,-0.6666666666666666,-0.3333333333333333,0.0,-1.0,0.0,0.0,-3.0,-1.0,0.0,0.0,-0.3333333333333333
12496,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.2222222222222222,0.2222222222222222,0.0,0.47619047619047616
12521,-0.31818181818181823,0.1590909090909091,0.1590909090909091,-0.21818181818181825,0.1090909090909091,0.1090909090909091,-6.0,-0.12727272727272732,0.1090909090909091,0.018181818181818188,0.7454545454545454
10932,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
10916,-0.08333333333333333,0.08333333333333337,0.0,0.19333333333333336,-0.2122222222222222,0.0188888888888889,11.0,0.04555555555555557,0.07444444444444445,-0.12,0.46444444444444444
10921,0.08333333333333331,0.0,-0.08333333333333334,0.23863636363636365,-0.3181818181818182,0.07954545454545454,-14.0,-0.17045454545454541,-0.034090909090909116,0.20454545454545453,0.07954545454545459
12186,-0.4423076923076923,-0.04326923076923078,0.4855769230769231,-0.3724696356275304,-0.02429149797570851,0.39676113360323884,6.0,0.06072874493927122,-0.06072874493927127,0.0,1.0890688259109311
10996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12059,0.06060606060606066,-0.06060606060606061,0.0,0.11538461538461542,-0.11538461538461539,0.0,-5.0,0.05860805860805862,-0.05860805860805862,0.0,0.29120879120879123
10986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10512,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.6571428571428573,-0.657142857142857,0.0,0.45714285714285713
12414,0.2941176470588236,-0.35294117647058826,0.058823529411764705,0.0,-0.047619047619047616,0.047619047619047616,0.0,0.1428571428571429,-0.14285714285714285,0.0,-0.1428571428571429
12442,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.19999999999999996
12451,0.10084033613445381,-0.10084033613445376,0.0,-0.09243697478991597,0.17647058823529413,-0.08403361344537814,10.0,-0.04201680672268904,0.04201680672268909,0.0,0.41176470588235303
12176,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
12492,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-2.0
12454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12585,0.5833333333333334,-0.5416666666666666,-0.04166666666666666,0.01428571428571429,0.17142857142857143,-0.1857142857142857,3.0,0.4714285714285715,-0.042857142857142844,-0.42857142857142855,0.8428571428571429
12507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12504,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0
12604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12758,-0.010582010582010581,0.010582010582010581,0.0,0.008720930232558155,0.030523255813953487,-0.03924418604651163,-5.0,-0.06443798449612403,0.14050387596899225,-0.07606589147286823,0.23062015503875966
12740,0.04545454545454547,-0.17045454545454541,0.125,-0.059523809523809534,0.05714285714285716,0.0023809523809523864,-1.0,0.17380952380952386,-0.17380952380952386,0.0,-0.06666666666666665
12458,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-0.2333333333333334,0.2333333333333333,0.0,-0.13333333333333341
12409,0.5,-0.5,0.0,-0.5,0.0,0.5,0.0,0.0,0.0,0.0,-0.5
12723,0.23295454545454541,-0.17045454545454547,-0.0625,0.1139430284857571,-0.095952023988006,-0.017991004497751123,6.0,-0.014992503748125885,0.023988005997001516,-0.008995502248875561,0.019490254872563728
12789,-1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,1.0
12790,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7333333333333333
12410,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,1.0
