STATE,COUNTY,TRACT,BLOCK_GROUP,NAME,B25039_002E,B25039_001E,B25039_003E,B25057_001E,B25058_001E,B25059_001E,B25071_001E,B19013_001E,B01003_001E,B25003_003E,B25003_002E,B25003_001E,B25038_011E,B25038_010E,B25038_015E,B25038_014E,B25038_013E,B25038_012E,B25038_003E,B25038_002E,B25038_001E,B25038_008E,B25038_007E,B25038_006E,B25038_005E,B25038_004E,B25038_009E,B25056_018E,B25056_019E,B25056_016E,B25056_017E,B25056_014E,B25056_015E,B25056_012E,B25056_013E,B25056_010E,B25056_011E,B25056_026E,B25056_027E,B25056_024E,B25056_025E,B25056_022E,B25056_023E,B25056_020E,B25056_021E,B25056_009E,B25056_008E,B25056_006E,B25056_007E,B25056_004E,B25056_005E,B25056_002E,B25056_003E,B25056_001E,B25074_001E,B25074_003E,B25074_002E,B25074_005E,B25074_004E,B25074_007E,B25074_006E,B25074_009E,B25074_008E,B25074_013E,B25074_012E,B25074_015E,B25074_014E,B25074_017E,B25074_016E,B25074_019E,B25074_018E,B25074_011E,B25074_010E,B25074_025E,B25074_024E,B25074_027E,B25074_026E,B25074_029E,B25074_028E,B25074_021E,B25074_020E,B25074_023E,B25074_022E,B25074_037E,B25074_036E,B25074_039E,B25074_038E,B25074_031E,B25074_030E,B25074_033E,B25074_032E,B25074_035E,B25074_034E,B25074_049E,B25074_048E,B25074_041E,B25074_040E,B25074_043E,B25074_042E,B25074_045E,B25074_044E,B25074_047E,B25074_046E,B25074_051E,B25074_050E,B25074_053E,B25074_052E,B25074_055E,B25074_054E,B25074_057E,B25074_056E,B25074_059E,B25074_058E,B25074_061E,B25074_060E,B25074_063E,B25074_062E,B25074_064E,B25004_005E,B25004_006E,B25004_004E,B25004_003E,B25004_002E,B25004_001E,B25004_008E,B25004_007E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_001E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,GEOID
36,027,140500,2,Block Group 2; Census Tract 1405; Dutchess County; New York,2010,2012,-666666666,,,,,148452.0,731,47,209,256,40,0,0,0,0,7,0,209,256,30,50,25,104,0,47,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,40,0,0,0,0,0,0,0,0,40,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,18,0,0,0,18,0,0,0,0,47,0,0,0,0,0,256,13,42,22,80,0,8,28,16,36027140500
36,027,140500,3,Block Group 3; Census Tract 1405; Dutchess County; New York,-666666666,2018,2018,1404.0,1598.0,1817.0,27.8,77768.0,701,407,0,407,163,36,0,6,0,202,0,0,407,0,0,0,0,0,407,0,11,0,0,0,0,0,0,0,0,0,0,0,0,232,17,0,147,0,0,0,0,0,0,407,0,407,407,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,77,0,0,36,0,0,0,17,11,72,0,0,0,0,60,0,20,0,22,0,7,9,0,23,61,0,0,41,0,0,0,0,119,144,17,8,0,0,0,0,0,0,0,0,0,19,19,0,0,36,0,10,15,17,0,0,0,407,89,32,23,0,52,7,65,61,36027140500
36,027,140602,1,Block Group 1; Census Tract 1406.02; Dutchess County; New York,1999,2002,2010,1256.0,1343.0,1431.0,33.7,103382.0,1909,169,443,612,0,0,0,48,31,90,0,443,612,133,102,72,119,17,169,0,0,0,0,0,0,0,0,0,0,0,36,0,0,7,0,31,95,0,0,0,0,0,0,133,0,169,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,8,0,46,0,0,8,0,0,36,0,0,58,0,0,0,0,7,3,0,0,0,22,0,36,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,10,0,0,60,50,0,0,12,39,46,6,53,0,0,612,68,85,92,67,0,58,64,22,36027140602
36,027,140602,2,Block Group 2; Census Tract 1406.02; Dutchess County; New York,2004,2004,-666666666,,,,,123880.0,1121,0,440,440,0,0,0,0,0,0,12,440,440,86,20,269,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,49,5,0,0,0,440,108,32,57,88,0,8,43,38,36027140602
36,027,140700,1,Block Group 1; Census Tract 1407; Dutchess County; New York,2008,2010,2014,1022.0,1114.0,1205.0,51.0,120898.0,1817,127,568,695,0,30,0,24,4,69,26,568,695,58,87,171,149,77,127,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,16,0,0,0,0,0,0,127,0,127,127,0,30,0,0,0,0,14,0,0,0,0,0,0,0,0,58,58,16,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,33,0,41,4,54,26,695,78,87,118,122,0,61,10,61,36027140700
36,027,140700,2,Block Group 2; Census Tract 1407; Dutchess County; New York,1996,1993,-666666666,,,,,127303.0,503,57,144,201,0,0,48,0,0,9,0,144,201,31,70,0,20,23,57,9,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,57,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,48,9,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,26,84,34,0,9,0,48,0,36027140700
36,027,140700,3,Block Group 3; Census Tract 1407; Dutchess County; New York,2005,2005,-666666666,,,,,163125.0,1706,0,554,554,0,0,0,0,0,0,8,554,554,83,108,191,116,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,38,0,0,0,554,0,44,76,207,0,47,0,12,36027140700
36,027,140700,4,Block Group 4; Census Tract 1407; Dutchess County; New York,2001,2003,-666666666,,,,,132286.0,2061,106,561,667,0,0,0,0,106,0,0,561,667,112,154,134,155,6,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,106,0,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,667,101,164,129,122,0,0,17,110,36027140700
36,027,140700,5,Block Group 5; Census Tract 1407; Dutchess County; New York,1996,1996,-666666666,,,,,190739.0,976,0,328,328,0,0,0,0,0,0,0,328,328,76,147,6,29,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,328,27,0,128,86,0,0,0,43,36027140700
36,027,140801,1,Block Group 1; Census Tract 1408.01; Dutchess County; New York,2004,2005,-666666666,,,,,58491.0,564,20,287,307,8,12,0,0,0,0,0,287,307,56,23,148,28,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,107,0,0,0,20,0,307,13,44,15,11,0,29,38,15,36027140801
36,027,140801,2,Block Group 2; Census Tract 1408.01; Dutchess County; New York,2004,2005,-666666666,,,,,130551.0,1319,52,481,533,0,0,0,0,0,52,26,481,533,147,39,150,62,57,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,52,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,0,25,0,0,0,0,7,533,57,68,97,109,7,98,30,35,36027140801
36,027,140801,3,Block Group 3; Census Tract 1408.01; Dutchess County; New York,2004,2001,-666666666,,,,,130744.0,733,30,247,277,0,0,0,30,0,0,0,247,277,95,5,63,75,9,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,16,0,0,0,277,39,77,51,28,0,0,14,22,36027140801
36,027,150003,1,Block Group 1; Census Tract 1500.03; Dutchess County; New York,2006,2013,2018,827.0,1201.0,2061.0,51.0,44583.0,802,181,185,366,54,34,0,10,31,52,5,185,366,47,26,32,57,18,181,12,17,0,0,0,4,0,0,0,0,3,4,0,0,31,47,23,3,15,4,1,9,0,8,177,0,181,181,0,25,0,0,0,0,25,0,0,0,17,5,0,0,0,31,53,0,0,0,35,0,12,4,7,50,0,4,0,0,0,6,0,4,0,0,0,8,0,3,0,0,3,0,0,3,17,0,11,0,0,3,0,0,11,18,0,4,0,3,0,0,0,0,26,0,0,38,91,27,0,7,24,0,22,34,35,20,42,366,31,11,19,19,7,12,14,69,36027150003
36,027,150003,2,Block Group 2; Census Tract 1500.03; Dutchess County; New York,2011,2014,-666666666,935.0,970.0,1056.0,9.0,200354.0,954,68,23,91,0,0,0,0,0,68,0,23,91,5,0,4,14,0,68,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,39,0,0,0,0,0,0,0,54,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,68,0,0,0,0,0,0,14,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,91,15,0,23,53,0,0,0,0,36027150003
36,027,150003,3,Block Group 3; Census Tract 1500.03; Dutchess County; New York,2001,2003,2005,1121.0,1425.0,1785.0,18.7,92381.0,924,67,119,186,18,0,6,16,23,4,0,119,186,32,25,20,20,22,67,0,0,0,0,0,0,0,0,0,0,0,20,0,0,18,4,16,5,0,0,0,4,0,0,47,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,9,41,0,18,0,0,0,0,14,0,0,0,0,0,0,0,0,10,20,0,0,0,6,10,4,186,39,11,0,39,6,8,5,28,36027150003
36,027,150004,1,Block Group 1; Census Tract 1500.04; Dutchess County; New York,2010,2007,-666666666,1285.0,1389.0,1493.0,51.0,98182.0,826,21,291,312,0,0,0,16,5,0,0,291,312,101,23,18,127,22,21,0,5,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,16,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,21,13,0,24,0,4,0,312,49,0,60,23,0,0,27,91,36027150004
36,027,150004,2,Block Group 2; Census Tract 1500.04; Dutchess County; New York,2005,2007,2016,1279.0,1385.0,1491.0,18.3,128571.0,1365,83,441,524,27,0,0,0,0,56,10,441,524,59,85,170,69,48,83,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,49,0,0,0,0,0,0,83,0,83,83,0,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,0,0,0,0,44,6,0,0,524,113,42,47,176,0,30,12,54,36027150004
36,027,150004,3,Block Group 3; Census Tract 1500.04; Dutchess County; New York,2001,2003,2016,1203.0,1639.0,1819.0,20.3,143170.0,838,34,215,249,7,6,0,0,6,15,9,215,249,52,46,86,14,8,34,0,0,0,0,0,0,0,0,0,0,0,13,0,0,15,6,0,0,0,0,0,0,0,0,21,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,0,6,0,0,0,0,0,0,7,21,0,0,52,24,0,0,7,6,0,20,0,6,8,249,27,36,44,60,0,0,11,24,36027150004
36,027,150005,1,Block Group 1; Census Tract 1500.05; Dutchess County; New York,2002,2003,2021,1326.0,1486.0,1739.0,22.1,115000.0,960,23,355,378,9,11,0,0,0,3,26,355,378,75,77,112,32,33,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,9,0,0,0,0,0,0,23,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,14,0,11,0,0,0,0,0,0,0,1,0,0,1,0,0,19,8,16,6,0,0,19,7,378,51,46,32,82,0,10,51,31,36027150005
36,027,150005,2,Block Group 2; Census Tract 1500.05; Dutchess County; New York,2006,2007,2022,1179.0,2045.0,2240.0,51.0,144063.0,1545,27,470,497,0,14,0,0,5,8,0,470,497,34,121,138,142,35,27,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,5,0,0,0,0,0,0,27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,5,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,28,0,0,0,78,50,0,0,0,5,0,0,22,1,8,497,71,74,53,172,0,0,29,62,36027150005
36,027,150006,1,Block Group 1; Census Tract 1500.06; Dutchess County; New York,2009,2012,2015,760.0,850.0,1464.0,39.0,78594.0,970,160,266,426,27,33,0,0,42,58,0,266,426,35,35,72,54,70,160,24,11,6,35,0,0,0,0,5,0,0,0,6,0,32,0,5,14,22,0,0,0,0,0,160,0,160,160,0,16,0,0,0,0,7,0,0,0,0,0,17,5,0,13,35,9,11,21,24,5,10,0,0,61,0,0,0,0,6,14,0,0,0,5,5,0,0,1,8,0,0,0,0,0,7,0,0,0,0,6,0,0,17,17,0,0,0,0,0,0,0,0,25,0,0,11,69,33,0,5,32,18,6,26,7,28,28,426,68,27,35,58,10,21,25,32,36027150006
36,027,150006,2,Block Group 2; Census Tract 1500.06; Dutchess County; New York,2004,2010,2019,941.0,1190.0,1422.0,33.1,96484.0,846,158,281,439,72,29,0,0,3,54,22,281,439,50,39,127,20,23,158,19,27,0,2,6,0,0,0,0,0,0,6,11,0,3,10,29,45,0,0,0,0,0,0,152,0,158,158,0,23,0,0,0,0,2,0,0,0,0,0,0,0,6,27,33,21,0,0,6,0,16,0,0,6,0,0,0,0,22,40,0,6,0,0,10,0,16,0,0,0,5,5,4,4,19,0,0,0,0,3,0,0,9,21,5,0,0,7,0,0,0,0,0,0,0,16,16,0,0,0,21,0,27,23,14,24,6,439,64,10,33,106,11,19,52,29,36027150006
36,027,160003,1,Block Group 1; Census Tract 1600.03; Dutchess County; New York,2002,2010,2016,1439.0,2386.0,2918.0,22.1,126726.0,1226,97,440,537,23,14,0,0,0,60,24,440,537,184,24,54,97,57,97,0,0,0,0,0,0,0,0,0,0,20,0,26,0,8,11,0,32,0,0,0,0,0,0,97,0,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0,0,20,46,66,0,6,0,14,0,0,0,0,67,0,0,0,120,53,0,0,6,0,17,0,0,12,14,537,24,34,137,112,0,91,26,64,36027160003
36,027,160003,2,Block Group 2; Census Tract 1600.03; Dutchess County; New York,2006,2012,2019,960.0,1153.0,1424.0,39.3,103750.0,656,110,126,236,77,0,5,23,0,5,0,126,236,17,23,40,46,0,110,0,28,0,0,0,0,0,0,0,0,0,43,0,0,0,11,9,19,0,0,0,0,0,0,67,0,110,110,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,23,0,0,23,0,0,0,0,23,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,19,0,0,5,0,0,0,0,0,5,0,0,26,0,0,11,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,23,0,9,23,236,40,0,8,73,0,19,14,27,36027160003
36,027,160003,3,Block Group 3; Census Tract 1600.03; Dutchess County; New York,1992,2001,2016,1076.0,1193.0,1740.0,45.7,144904.0,718,45,248,293,19,0,0,0,10,16,0,248,293,119,21,55,47,6,45,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,5,24,0,0,0,0,0,0,0,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,26,0,0,0,0,0,0,7,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,25,15,0,0,56,16,0,14,0,21,0,11,0,9,0,293,35,14,81,64,11,19,14,0,36027160003
36,027,160004,1,Block Group 1; Census Tract 1600.04; Dutchess County; New York,1989,1994,2016,1061.0,1196.0,1567.0,34.3,,861,90,384,474,37,0,0,16,9,28,0,384,474,217,35,62,31,39,90,0,11,0,0,0,0,0,0,0,0,0,10,0,0,15,7,37,10,0,0,0,0,0,0,80,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,10,0,21,0,0,10,0,0,0,0,0,42,0,0,0,0,9,12,0,0,16,11,0,15,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,29,0,0,0,103,74,0,0,10,0,54,8,0,17,0,474,38,7,0,204,54,26,48,8,36027160004
36,027,160004,2,Block Group 2; Census Tract 1600.04; Dutchess County; New York,2007,2011,2015,874.0,960.0,1862.0,42.1,124750.0,1453,148,481,629,21,0,0,0,5,122,0,481,629,58,56,174,172,21,148,48,39,0,0,0,0,0,0,0,0,8,5,0,0,28,20,0,0,0,0,0,0,0,0,143,0,148,148,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,25,0,0,48,0,0,5,0,0,39,0,0,0,0,20,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,8,0,0,0,0,0,0,0,0,0,0,11,11,0,48,11,5,9,28,0,0,8,629,53,96,45,173,20,26,49,58,36027160004
36,027,160005,1,Block Group 1; Census Tract 1600.05; Dutchess County; New York,2007,2008,2011,1229.0,1545.0,1773.0,46.3,93158.0,1055,153,385,538,65,0,0,10,65,13,9,385,538,54,82,80,81,79,153,0,13,0,0,0,0,0,0,0,0,0,13,0,0,77,0,24,26,0,0,0,0,0,0,140,0,153,153,0,10,0,0,0,0,10,0,0,0,0,0,0,0,13,13,26,0,0,0,29,10,64,0,0,39,0,0,0,0,0,0,0,0,0,0,38,26,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,96,68,0,24,29,0,68,10,0,26,0,538,64,49,0,142,44,14,13,55,36027160005
36,027,160005,2,Block Group 2; Census Tract 1600.05; Dutchess County; New York,2011,2016,2018,1035.0,1330.0,1464.0,31.4,49514.0,887,351,198,549,164,0,0,0,0,187,10,198,549,10,35,44,75,24,351,0,14,0,0,0,0,0,0,12,12,0,0,0,9,35,20,41,164,23,13,0,8,0,0,351,0,351,351,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,16,52,0,0,0,35,29,43,0,0,84,0,20,0,11,0,54,0,0,0,0,32,0,12,0,4,0,0,50,0,0,44,0,12,12,0,8,0,0,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,39,41,31,9,23,36,57,549,62,14,45,52,18,38,16,44,36027160005
36,027,160005,3,Block Group 3; Census Tract 1600.05; Dutchess County; New York,2008,2013,2015,1087.0,1201.0,1735.0,22.8,74409.0,751,135,230,365,32,0,0,0,0,103,11,230,365,60,13,52,69,25,135,0,8,0,0,0,0,0,0,0,0,0,0,12,0,41,0,74,0,0,0,0,0,0,0,135,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,12,0,83,8,0,0,0,0,0,0,0,0,74,0,9,0,0,7,0,0,7,0,0,0,0,16,25,0,9,0,0,0,0,0,26,9,0,0,0,35,0,0,0,11,20,20,17,0,0,17,365,19,61,53,25,8,16,91,7,36027160005
36,027,170000,1,Block Group 1; Census Tract 1700; Dutchess County; New York,1999,2001,-666666666,978.0,1119.0,1352.0,24.9,151563.0,787,26,278,304,0,0,0,0,0,26,0,278,304,66,80,82,29,21,26,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,26,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,29,70,0,0,0,15,27,0,0,12,0,0,304,17,9,52,105,7,6,29,25,36027170000
36,027,170000,2,Block Group 2; Census Tract 1700; Dutchess County; New York,2001,2003,2012,1035.0,1132.0,1229.0,34.5,94375.0,1483,82,556,638,9,8,0,8,23,34,0,556,638,104,155,129,113,55,82,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,53,8,0,0,0,0,0,0,82,0,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,29,0,0,23,0,0,0,0,0,17,0,0,21,0,8,0,0,9,9,0,8,0,0,0,9,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,64,20,0,30,114,0,0,24,83,0,8,25,0,20,0,638,36,59,67,150,36,9,14,107,36027170000
36,027,170000,3,Block Group 3; Census Tract 1700; Dutchess County; New York,2006,2007,2009,,1129.0,1347.0,14.3,73971.0,549,67,229,296,0,0,0,0,36,31,7,229,296,33,8,120,49,12,67,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,32,0,0,0,17,0,0,0,67,0,67,67,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,60,0,0,32,115,23,0,17,8,0,0,22,27,25,0,296,30,22,17,65,0,0,63,0,36027170000
36,027,170000,4,Block Group 4; Census Tract 1700; Dutchess County; New York,2004,2012,2019,1595.0,1861.0,2357.0,26.3,81563.0,873,91,160,251,14,36,0,0,0,41,0,160,251,21,41,46,44,8,91,0,0,0,0,0,0,0,0,7,0,0,51,0,8,18,7,0,0,0,0,0,0,0,0,40,0,91,91,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,7,0,26,0,0,7,0,0,26,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,19,8,0,0,0,0,0,0,0,49,18,0,0,74,7,0,7,0,0,10,25,0,0,0,251,11,22,19,54,33,9,21,40,36027170000
36,027,180001,1,Block Group 1; Census Tract 1800.01; Dutchess County; New York,2002,2010,2018,1035.0,1330.0,2330.0,28.9,76786.0,1225,187,411,598,88,0,0,0,0,99,0,411,598,72,117,107,100,15,187,0,34,8,0,0,0,0,0,0,0,6,0,10,26,0,14,34,55,0,0,0,0,0,0,187,0,187,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,8,0,34,0,0,8,0,0,0,0,34,69,8,0,19,0,7,0,0,0,24,0,0,7,0,4,0,0,0,0,0,0,0,0,15,41,10,10,0,6,0,0,0,0,0,0,0,37,37,0,0,16,0,22,27,0,39,35,3,598,64,51,47,40,10,31,91,122,36027180001
36,027,180001,2,Block Group 2; Census Tract 1800.01; Dutchess County; New York,1999,1999,-666666666,,,,,108214.0,823,0,327,327,0,0,0,0,0,0,0,327,327,55,125,86,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,24,0,26,40,0,4,327,12,21,19,106,0,28,20,4,36027180001
36,027,180001,3,Block Group 3; Census Tract 1800.01; Dutchess County; New York,2005,2006,-666666666,,,,,134427.0,1097,23,346,369,0,0,0,0,0,23,0,346,369,90,46,75,127,8,23,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,16,0,0,0,0,0,0,16,0,23,23,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,32,21,0,0,69,16,0,7,0,0,0,15,0,5,0,369,24,41,23,139,0,10,32,73,36027180001
36,027,180001,4,Block Group 4; Census Tract 1800.01; Dutchess County; New York,2010,2010,-666666666,,,,,75682.0,1429,0,374,374,0,0,0,0,0,0,0,374,374,45,46,95,101,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,39,19,0,0,0,24,0,12,11,0,5,374,0,23,11,82,0,105,27,74,36027180001
